Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:25:44:07.712,61,0.0000000000,0.2542706132,0.2031383514,0.0000000000,0.0000000000,0.0280237123,0.0702544749,0.0000000000,0.2557219267,0.0000000000,0.0841951594,0.0000000000,0.0280310344,0.0702835172,0.0116599882,0.0098534506,0.0000000000,0.0169937573,0.0202445183,0.0228752140,0.0437371172,0.0000000000,0.0018938723,0.0889046118,0.1137264073,0.0000000000,0.0000000000,0.0265267827,0.0282654483,0.0638399497,0.0652260557,0.0329436883,0.0090367580,0.1510275453,0.1034619734,0.0458290316,0.0452636331,0.0197436437,0.0171438176,0.0270843841,0.0283140782,0.0000000000,0.0000000000,0.0531538911,0.0051181270,0.0056545353,0.0197523609,0.0510409437,0.0560213961,0.1168081686,0.1348282248,0.0000000905,0.1088162586,0.0233547334,0.0046368865,0.0508051179,0.1564151496,0.0080085183,0.1225887164,0.1565092355,0.0192936622
11:25:44:08.714,61,0.0000000000,0.2523346543,0.2002363801,0.0000000000,0.0000000000,0.0274254251,0.0726850927,0.0000000000,0.2537418902,0.0000000000,0.0812976509,0.0000000000,0.0274326205,0.0727186799,0.0113318479,0.0104297297,0.0000000000,0.0165143069,0.0197813939,0.0224251505,0.0436756723,0.0000000000,0.0016102875,0.0877612382,0.1119214147,0.0000000000,0.0000000000,0.0260952655,0.0278285909,0.0646049380,0.0660986453,0.0325890407,0.0089382511,0.1522692144,0.1042270064,0.0455511957,0.0450139195,0.0201167483,0.0176195856,0.0271116570,0.0283537451,0.0000000000,0.0000000000,0.0530452803,0.0084099770,0.0090133948,0.0198062994,0.0505561568,0.0556135736,0.1169522479,0.1348403692,0.0000000892,0.1049070209,0.0243686717,0.0127714779,0.0490660444,0.1551904231,0.0076730750,0.1208600625,0.1552843153,0.0188717209
11:25:44:09.716,61,0.0000000000,0.2518562675,0.1898901761,0.0000000000,0.0000000000,0.0267834775,0.0780886561,0.0000000000,0.2531457245,0.0000000000,0.0708965287,0.0000000000,0.0267905407,0.0781448931,0.0109966965,0.0108140847,0.0000000000,0.0160696376,0.0193869602,0.0220024958,0.0435092449,0.0000000000,0.0009848939,0.0853952318,0.1036884710,0.0000000000,0.0000000000,0.0253984444,0.0268869828,0.0650240481,0.0665550083,0.0321528874,0.0088118557,0.1471646875,0.1033684388,0.0450120457,0.0444944650,0.0203925241,0.0179849882,0.0270870253,0.0282889809,0.0000000000,0.0000000000,0.0528144985,0.0099220090,0.0105485357,0.0197611861,0.0500082672,0.0551085360,0.1170026660,0.1345343739,0.0000000954,0.1004485860,0.0260801073,0.0218121484,0.0427911244,0.1547807604,0.0066745100,0.1146211252,0.1548746377,0.0178541560
11:25:44:10.717,61,0.0000000000,0.2547554672,0.1829648763,0.0000000000,0.0000000000,0.0261927396,0.0799379796,0.0000000000,0.2559835613,0.0000000000,0.0638213158,0.0000000000,0.0261996910,0.0800016373,0.0107143782,0.0111452630,0.0000000000,0.0157823805,0.0192093812,0.0217986573,0.0434504822,0.0000000000,0.0002767527,0.0861496404,0.1036712676,0.0000000000,0.0000000000,0.0248510335,0.0262595192,0.0656902641,0.0671803206,0.0319522955,0.0087474165,0.1454578340,0.1024022996,0.0445413478,0.0440498106,0.0209198128,0.0185657758,0.0272631645,0.0284314789,0.0000000000,0.0000000000,0.0530067123,0.0107080527,0.0113392780,0.0197178461,0.0498676859,0.0550535358,0.1203942150,0.1361035109,0.0000001026,0.0859268010,0.0316830352,0.0462782532,0.0385103114,0.1564884782,0.0060745226,0.1104106903,0.1565825492,0.0173939262
11:25:44:11.719,61,0.0000000000,0.2530024350,0.1753408760,0.0000000000,0.0000000000,0.0256391298,0.0830140784,0.0000000000,0.2541359067,0.0000000000,0.0562751740,0.0000000000,0.0256460235,0.0830791816,0.0104227811,0.0114842970,0.0000000000,0.0155364852,0.0190445855,0.0214899853,0.0432304330,0.0011085980,0.0000000000,0.0980244726,0.1108062565,0.0000000000,0.0000000000,0.0243772026,0.0257286876,0.0658767968,0.0672999397,0.0317102037,0.0087144366,0.1396408230,0.0983502865,0.0439659506,0.0434971452,0.0213856623,0.0190522689,0.0273244176,0.0284316521,0.0000000000,0.0000000000,0.0532395802,0.0139319468,0.0145566231,0.0195823330,0.0495449677,0.0547862165,0.1212022230,0.1362468749,0.0000000996,0.0859268010,0.0316830352,0.0462782532,0.0339629799,0.1553331017,0.0053173467,0.1058281884,0.1554269791,0.0165498517
11:25:44:12.721,61,0.0000000000,0.2535772622,0.1594744176,0.0000000000,0.0000000000,0.0250550024,0.0904016048,0.0000000000,0.2545365691,0.0000000000,0.0402268544,0.0000000000,0.0250617657,0.0904622227,0.0101415608,0.0118612843,0.0000000000,0.0153602660,0.0189836230,0.0212566238,0.0429788567,0.0019876214,0.0000000000,0.1009965464,0.1128264219,0.0000000000,0.0000000000,0.0237461906,0.0250485521,0.0658339858,0.0671511069,0.0314486586,0.0086576473,0.1332028955,0.0938103944,0.0432088561,0.0428305529,0.0217571277,0.0194476414,0.0273688231,0.0284375064,0.0000000000,0.0000000000,0.0532493480,0.0155488178,0.0161681976,0.0194092952,0.0491438732,0.0544881076,0.1214278713,0.1360132992,0.0000001133,0.0784322545,0.0331761651,0.0591641441,0.0242766831,0.1555337608,0.0038061957,0.0962473303,0.1556276381,0.0150764119
11:25:44:13.722,61,0.0000000000,0.2521954477,0.1416959763,0.0000000000,0.0000000000,0.0245696176,0.0951497182,0.0000000000,0.2529514134,0.0000000000,0.0224173795,0.0000000000,0.0245763212,0.0952005386,0.0098974407,0.0122573255,0.0000000000,0.0152969612,0.0190679058,0.0212081354,0.0427527837,0.0028588122,0.0000000000,0.1025278345,0.1142110750,0.0000000000,0.0000000000,0.0231258012,0.0243841466,0.0657376125,0.0668948144,0.0312758014,0.0086291963,0.1298155338,0.0908837095,0.0425587632,0.0422368757,0.0221934132,0.0198914446,0.0274534430,0.0284765307,0.0000000000,0.0000000000,0.0532961302,0.0168137476,0.0174195375,0.0193070136,0.0489376113,0.0544350706,0.1217681617,0.1360078752,0.0000001055,0.0692066848,0.0333414078,0.0737212375,0.0135308346,0.1545335054,0.0021077048,0.0855295137,0.1546271890,0.0133145731
11:25:44:14.723,61,0.0000000000,0.2546533048,0.1219623089,0.0000000000,0.0000000000,0.0241806302,0.0973400548,0.0000000000,0.2551966906,0.0000000000,0.0028502289,0.0000000000,0.0241873208,0.0973874256,0.0096823964,0.0126152020,0.0000000000,0.0153131494,0.0192805175,0.0214195438,0.0426674411,0.0036210099,0.0000000000,0.1031682789,0.1151547804,0.0000000000,0.0000000000,0.0225247275,0.0237435456,0.0658516288,0.0668236017,0.0312073827,0.0085939132,0.1282561868,0.0894741341,0.0420485958,0.0417838618,0.0227360781,0.0204376373,0.0277356878,0.0287175477,0.0000000000,0.0000000000,0.0532885417,0.0163326059,0.0168218166,0.0192573443,0.0489287786,0.0546309203,0.1268910915,0.1390787214,0.0000001047,0.0605793521,0.0309652034,0.0884802788,0.0017199926,0.1558910161,0.0002703246,0.0736012906,0.1559846252,0.0115637332
11:25:44:15.726,61,0.0000000000,0.2610200942,0.1005220786,0.0000000000,0.0000000000,0.0237961784,0.0990354121,0.0000000000,0.2613348961,0.0184573326,0.0000000000,0.0000000000,0.0238030050,0.0990771130,0.0094503127,0.0129940780,0.0000000000,0.0152965970,0.0194549952,0.0216629393,0.0428122990,0.0043944675,0.0000000000,0.1022931784,0.1153077483,0.0000000000,0.0000000000,0.0218872670,0.0230584629,0.0657272190,0.0665186942,0.0309874043,0.0085313721,0.1271198988,0.0883904845,0.0415573306,0.0413489416,0.0231541563,0.0208736323,0.0279472284,0.0288717579,0.0000000000,0.0000000000,0.0531617962,0.0166081134,0.0170478672,0.0193124376,0.0487731993,0.0547085367,0.1286140680,0.1400625855,0.0000000986,0.0524957180,0.0290425047,0.1031983569,-0.0111315697,0.1596503556,-0.0017923750,0.0606255569,0.1597440988,0.0097615095
11:25:44:16.727,61,0.0000000000,0.2637446821,0.0683570057,0.0000000000,0.0000000000,0.0235638116,0.0993757993,0.0000000000,0.2636940479,0.0505165644,0.0000000000,0.0000000000,0.0235709175,0.0994121134,0.0092294281,0.0131283738,0.0000000000,0.0152888969,0.0196266323,0.0218674988,0.0430505238,0.0051212725,0.0000000000,0.0989103019,0.1146616414,0.0000000000,0.0000000000,0.0212788936,0.0223924797,0.0655156448,0.0661462024,0.0306582656,0.0084941769,0.1222304925,0.0850938559,0.0410782583,0.0409293845,0.0235176235,0.0212798733,0.0279520545,0.0288176723,0.0000000000,0.0000000000,0.0529849790,0.0163738579,0.0167160593,0.0193968266,0.0485576950,0.0547272079,0.1296593845,0.1404321045,0.0000000621,0.0451714583,0.0287413299,0.1164031029,-0.0304592066,0.1611569524,-0.0049508489,0.0412158370,0.1612506062,0.0067022895
11:25:44:17.729,61,0.0000000000,0.2582535446,0.0468863510,0.0000000000,0.0000000000,0.0237192586,0.0891965181,0.0000000000,0.2579621673,0.0716379285,0.0000000000,0.0000000000,0.0237271041,0.0891732648,0.0090952395,0.0130950902,0.0000000000,0.0153899780,0.0199566130,0.0227443520,0.0438333228,0.0059025092,0.0000000000,0.0897161588,0.1073035076,0.0000000000,0.0000000000,0.0207530148,0.0218042769,0.0657544285,0.0661897957,0.0305705052,0.0084978947,0.1209241673,0.0839845017,0.0408745892,0.0407946110,0.0240988974,0.0219008047,0.0281672068,0.0289554391,0.0000000000,0.0000000000,0.0533610843,0.0142935328,0.0144961178,0.0196663011,0.0489504673,0.0564190336,0.1424722075,0.1456466764,0.0000000341,0.0361742042,0.0295170546,0.1257036477,-0.0432185791,0.1577286571,-0.0068716598,0.0282854792,0.1578217894,0.0045008711
11:25:44:18.730,61,0.0000000000,0.2488861382,0.0261076149,0.0000000000,0.0000000000,0.0239680950,0.0860850811,0.0000000000,0.2483780831,0.0921257511,0.0000000000,0.0000000000,0.0239768159,0.0860377997,0.0088895233,0.0132585103,0.0000000000,0.0154127972,0.0201501921,0.0230254196,0.0442987867,0.0064865365,0.0000000000,0.0834133923,0.1046074480,0.0000000000,0.0000000000,0.0201789625,0.0211676434,0.0653325468,0.0651137754,0.0302326679,0.0084844828,0.1140336245,0.0803150088,0.0404182598,0.0404125266,0.0244031027,0.0222731195,0.0280381292,0.0287699327,0.0000000000,0.0000000000,0.0533502214,0.0132869296,0.0134040797,0.0198054872,0.0488590337,0.0568142273,0.1430800259,0.1432300657,0.0000000279,0.0272554513,0.0285680629,0.1317040175,-0.0556292422,0.1519624293,-0.0085146343,0.0157642551,0.1520549506,0.0024155744
11:25:44:19.731,61,0.0000000000,0.2403092533,0.0084517235,0.0000000000,0.0000000000,0.0243879501,0.0831086487,0.0000000000,0.2396318465,0.1095610335,0.0000000000,0.0000000000,0.0243980885,0.0830330178,0.0086810002,0.0134421745,0.0000000000,0.0154493330,0.0203554053,0.0232439004,0.0448838063,0.0070804474,0.0000000000,0.0798304230,0.1024111211,0.0000000000,0.0000000000,0.0196248684,0.0205484834,0.0646194592,0.0636907220,0.0299210772,0.0084688356,0.1114867926,0.0787396654,0.0399920233,0.0400669239,0.0246907156,0.0226356108,0.0279223174,0.0285924599,0.0000000000,0.0000000000,0.0533024818,0.0118924528,0.0119458213,0.0199531391,0.0487900078,0.0570916273,0.1438475400,0.1425418109,0.0000000301,0.0171584655,0.0247590039,0.1332564652,-0.0662101954,0.1467065364,-0.0097763045,0.0051073357,0.1467984915,0.0007551783
11:25:44:20.733,61,0.0000000000,0.2312180847,0.0000000000,0.0077372123,0.0000000000,0.0248712860,0.0779414028,0.0000000000,0.2304025143,0.1253915876,0.0000000000,0.0000000000,0.0248830784,0.0778044909,0.0084577678,0.0137943747,0.0000000000,0.0153787071,0.0203891862,0.0232133884,0.0451550856,0.0073395795,0.0000000000,0.0710442960,0.1010335162,0.0000000000,0.0000000000,0.0190632548,0.0199311059,0.0628939494,0.0613313094,0.0295634661,0.0084358668,0.1097314730,0.0776166767,0.0395994484,0.0397637673,0.0247817729,0.0228368659,0.0276378337,0.0282805692,0.0000000000,0.0000000000,0.0531050861,0.0114762727,0.0114827678,0.0201632660,0.0484611802,0.0570488051,0.1399832219,0.1368549317,0.0000000359,0.0049808975,0.0194443483,0.1301182210,-0.0758384913,0.1411533356,-0.0107657798,-0.0046793283,0.1412446499,-0.0006653580
11:25:44:21.735,61,0.0000000000,0.2239664644,0.0000000000,0.0235692114,0.0000000000,0.0256270859,0.0654455572,0.0000000000,0.2230263501,0.1405904144,0.0000000000,0.0000000000,0.0256458577,0.0651917085,0.0082612829,0.0143288439,0.0000000000,0.0153549593,0.0204809364,0.0233030748,0.0454785414,0.0073123984,0.0000000000,0.0663939938,0.1003774926,0.0000000000,0.0000000000,0.0185549520,0.0193824284,0.0619774386,0.0601525269,0.0293012634,0.0084368940,0.1086037457,0.0767346099,0.0393008217,0.0395623632,0.0249423236,0.0231151599,0.0273961853,0.0280517433,0.0000000000,0.0000000000,0.0532215685,0.0118190851,0.0117684174,0.0204692371,0.0483194888,0.0572829694,0.1387461275,0.1350430399,0.0000000423,-0.0072115296,0.0124317706,0.1221929938,-0.0850840732,0.1367367655,-0.0116925230,-0.0142630655,0.1368273199,-0.0019637789
11:25:44:22.736,61,0.0000000000,0.2315773070,0.0000000000,0.0390597247,0.0000000000,0.0264142677,0.0513779372,0.0000000000,0.2304594219,0.1558333933,0.0000000000,0.0000000000,0.0264401436,0.0510830022,0.0080686267,0.0149198547,0.0000000000,0.0153400432,0.0205879193,0.0233758222,0.0458167978,0.0071162302,0.0000000000,0.0619771928,0.0997356996,0.0000000000,0.0000000000,0.0181097519,0.0189066920,0.0613307022,0.0593656339,0.0290153697,0.0084569519,0.1065474004,0.0749147087,0.0389619395,0.0392982662,0.0251692291,0.0234737508,0.0270909779,0.0277674031,0.0000000000,0.0000000000,0.0539144650,0.0154270269,0.0151640903,0.0207498018,0.0482354462,0.0575644262,0.1378183663,0.1338810921,0.0000000402,-0.0261043198,0.0028766792,0.0885008276,-0.0942486376,0.1414114386,-0.0133967353,-0.0236218404,0.1415022910,-0.0033647073
11:25:44:23.738,61,0.0000000000,0.2336992919,0.0000000000,0.0441946611,0.0000000000,0.0270995852,0.0440608487,0.0000000000,0.2325198948,0.1610423476,0.0000000000,0.0000000000,0.0271288566,0.0437759608,0.0078633605,0.0153886620,0.0000000000,0.0152513655,0.0205579046,0.0233001392,0.0462637730,0.0068844771,0.0000000000,0.0527367257,0.0909705162,0.0000000000,0.0000000000,0.0176808741,0.0184488650,0.0596991256,0.0578873008,0.0286932383,0.0084929978,0.1045966893,0.0735421553,0.0387512408,0.0391466208,0.0252633281,0.0237021577,0.0266630128,0.0273445565,0.0000000000,0.0000000000,0.0544590242,0.0215672478,0.0211706199,0.0212244093,0.0479605198,0.0575120226,0.1354936659,0.1318847686,0.0000000411,-0.0261043198,0.0028766792,0.0885008276,-0.0973813310,0.1427191049,-0.0139702987,-0.0267222859,0.1428101361,-0.0038418937
11:25:44:24.740,61,0.0000000000,0.2354085445,0.0000000000,0.0506874211,0.0000000000,0.0275426302,0.0409191102,0.0000000000,0.2341541350,0.1676443666,0.0000000000,0.0000000000,0.0275736116,0.0406367294,0.0076587996,0.0158151574,0.0000000000,0.0151163861,0.0204394013,0.0231088419,0.0466675460,0.0065610958,0.0000000000,0.0402482115,0.0799965486,0.0000000000,0.0000000000,0.0172679145,0.0180092081,0.0585392751,0.0568026416,0.0283481888,0.0085072340,0.1034493893,0.0726092830,0.0385201722,0.0389683992,0.0252371561,0.0238141250,0.0261799060,0.0268682241,0.0000000000,0.0000000000,0.0550838076,0.0277592428,0.0273355376,0.0216678251,0.0474899411,0.0571904145,0.1297402978,0.1264557689,0.0000000298,-0.0310441814,0.0004838333,0.0637011081,-0.1013586894,0.1437796652,-0.0146484161,-0.0306434892,0.1438709199,-0.0044386555
11:25:44:25.742,61,0.0000000000,0.2427526861,0.0000000000,0.0540041290,0.0000000000,0.0279297568,0.0391904153,0.0000000000,0.2414294779,0.1709671021,0.0000000000,0.0000000000,0.0279622544,0.0389078781,0.0074590663,0.0161712356,0.0000000000,0.0149722705,0.0202983283,0.0228411630,0.0469445176,0.0064001158,0.0000000000,0.0364296436,0.0764587820,0.0000000000,0.0000000000,0.0169416349,0.0176524986,0.0576897226,0.0559865981,0.0280010682,0.0085102553,0.1026035398,0.0718937665,0.0382935256,0.0387853794,0.0251960382,0.0239012372,0.0257212408,0.0264047179,0.0000000000,0.0000000000,0.0556465648,0.0312662534,0.0308126286,0.0219748411,0.0470218882,0.0568559878,0.1267153472,0.1233187765,0.0000000142,-0.0341189690,-0.0013465827,0.0367366336,-0.1033000574,0.1482771039,-0.0154016400,-0.0326270722,0.1483687311,-0.0048757698
11:25:44:26.742,61,0.0000000000,0.2394087166,0.0000000000,0.0485348031,0.0000000000,0.0283450186,0.0382478125,0.0000000000,0.2381535470,0.1657675952,0.0000000000,0.0000000000,0.0283787791,0.0379728563,0.0072864913,0.0166114736,0.0000000000,0.0148838619,0.0202010684,0.0225263741,0.0470587313,0.0062338207,0.0000000000,0.0344716050,0.0746186599,0.0000000000,0.0000000000,0.0167004205,0.0173884518,0.0571459606,0.0554317348,0.0276823211,0.0085311523,0.1018657237,0.0712228268,0.0380567759,0.0385830775,0.0251742173,0.0239970554,0.0252224598,0.0259078871,0.0000000000,0.0000000000,0.0562933795,0.0341834463,0.0337841846,0.0221538227,0.0465740897,0.0565031841,0.1235203668,0.1205009595,0.0000000092,-0.0356230326,-0.0033960587,0.0093639083,-0.1001883745,0.1462182105,-0.0147289280,-0.0293316431,0.1463098675,-0.0043217489
11:25:44:27.744,61,0.0000000000,0.2393950075,0.0000000000,0.0493264161,0.0000000000,0.0287166163,0.0373212211,0.0000000000,0.2381298840,0.1666734964,0.0000000000,0.0000000000,0.0287518129,0.0370566063,0.0071510938,0.0172247868,0.0000000000,0.0148772765,0.0201864392,0.0222240612,0.0469947606,0.0060146526,0.0000000000,0.0336017832,0.0744222328,0.0000000000,0.0000000000,0.0166313238,0.0173000693,0.0571897067,0.0553575829,0.0273699742,0.0086149098,0.0992948413,0.0691495687,0.0377333462,0.0382902361,0.0252559669,0.0241959281,0.0246317852,0.0253394376,0.0000000000,0.0000000000,0.0575049445,0.0357773975,0.0353986062,0.0221342891,0.0461345389,0.0561955608,0.1189553663,0.1172366068,0.0000000059,-0.0355635062,-0.0056049246,-0.0211232472,-0.1007360667,0.1462118030,-0.0148085030,-0.0298100766,0.1463035643,-0.0043920293
11:25:44:28.746,61,0.0000000000,0.2362641543,0.0000000000,0.0453709550,0.0000000000,0.0291664582,0.0372372158,0.0000000000,0.2350527644,0.1627887338,0.0000000000,0.0000000000,0.0292026382,0.0369822867,0.0070767379,0.0178028978,0.0000000000,0.0149655780,0.0202873182,0.0220296066,0.0472071283,0.0052951593,0.0000000000,0.0326404162,0.0740933269,0.0000000000,0.0000000000,0.0165277719,0.0172049459,0.0572619997,0.0554546602,0.0271796305,0.0087011866,0.0982459411,0.0681582019,0.0373579077,0.0379222743,0.0253594778,0.0244333204,0.0241381619,0.0248896964,0.0000000000,0.0000000000,0.0619003624,0.0401304029,0.0398608893,0.0220920350,0.0459611900,0.0561818518,0.1170487106,0.1157222539,0.0000000343,-0.0360753648,-0.0033513620,-0.0515380427,-0.0984153077,0.1442886144,-0.0142755397,-0.0274273138,0.1443802565,-0.0039871889
11:25:44:29.747,61,0.0000000000,0.2297421694,0.0000000000,0.0427611321,0.0000000000,0.0295050051,0.0375417545,0.0000000000,0.2285847962,0.1602488905,0.0000000000,0.0000000000,0.0295419507,0.0373002104,0.0070125787,0.0184767339,0.0000000000,0.0149699692,0.0202861540,0.0217298195,0.0469834730,0.0045370106,0.0000000000,0.0321603939,0.0743270367,0.0000000000,0.0000000000,0.0163420495,0.0170286670,0.0572064817,0.0554268137,0.0269265156,0.0087186769,0.0975030735,0.0675089359,0.0368938632,0.0374725722,0.0252727605,0.0244785473,0.0236865953,0.0244884230,0.0000000000,0.0000000000,0.0630224794,0.0403490998,0.0401336960,0.0218886938,0.0456246175,0.0559828207,0.1147897243,0.1134004593,0.0000000416,-0.0358672179,-0.0000947743,-0.0816555843,-0.0969346985,0.1402974725,-0.0136673506,-0.0258644167,0.1403887719,-0.0036546944
11:25:44:30.749,61,0.0000000000,0.2253288180,0.0000000000,0.0377898626,0.0000000000,0.0297122672,0.0375969149,0.0000000000,0.2242382914,0.1553411484,0.0000000000,0.0000000000,0.0297497287,0.0373702347,0.0069291135,0.0190292597,0.0000000000,0.0149252806,0.0202370249,0.0213736705,0.0466349572,0.0038660965,0.0000000000,0.0324198641,0.0753596574,0.0000000000,0.0000000000,0.0161361434,0.0168277565,0.0570792593,0.0553597845,0.0265814718,0.0086909467,0.0968675613,0.0669941232,0.0363978446,0.0369838029,0.0251163039,0.0244446583,0.0232601315,0.0241007805,0.0000000000,0.0000000000,0.0631520301,0.0364554226,0.0362869725,0.0215817094,0.0451412946,0.0555560254,0.1134164929,0.1117228493,0.0000000440,-0.0347792059,0.0011053183,-0.1096199602,-0.0940010175,0.1375906765,-0.0129960096,-0.0228661392,0.1376817524,-0.0031680088
11:25:44:31.751,61,0.0000000000,0.2209139168,0.0000000000,0.0279413834,0.0000000000,0.0299770497,0.0383896865,0.0000000000,0.2199346870,0.1455942839,0.0000000000,0.0000000000,0.0300154556,0.0382038541,0.0068704165,0.0195603576,0.0000000000,0.0149174258,0.0202747528,0.0211924221,0.0463188514,0.0033075500,0.0000000000,0.0491219014,0.0945252106,0.0000000000,0.0000000000,0.0159895271,0.0166914985,0.0570974052,0.0554379262,0.0264028199,0.0086666821,0.0967466682,0.0668642223,0.0360787548,0.0366573445,0.0250991415,0.0245446842,0.0230639949,0.0239417423,0.0000000000,0.0000000000,0.0629119799,0.0240417439,0.0239869617,0.0213232953,0.0449764803,0.0555119030,0.1131162047,0.1113497689,0.0000000556,-0.0316521078,0.0011180168,-0.1302296817,-0.0881349444,0.1348771453,-0.0119439587,-0.0169132240,0.1349680722,-0.0022965944
11:25:44:32.753,61,0.0000000000,0.2189076692,0.0000000000,0.0137249306,0.0000000000,0.0303602628,0.0424590446,0.0000000000,0.2180697024,0.1314781755,0.0000000000,0.0000000000,0.0304002743,0.0423470289,0.0068212254,0.0201229025,0.0000000000,0.0149064418,0.0203278325,0.0210565161,0.0459119007,0.0028191651,0.0000000000,0.0538860559,0.1002393290,0.0000000000,0.0000000000,0.0158189330,0.0165293887,0.0570916384,0.0554717742,0.0263065640,0.0086232610,0.0968806744,0.0669793710,0.0357873775,0.0363608599,0.0250879973,0.0246299766,0.0229824856,0.0239041764,0.0000000000,0.0000000000,0.0623136051,0.0172752962,0.0172551107,0.0210697092,0.0449638143,0.0556767061,0.1132842898,0.1117204949,0.0000000493,-0.0255465955,-0.0008794197,-0.1494950056,-0.0796023905,0.1336369067,-0.0106898937,-0.0083092321,0.1337277293,-0.0011178330
11:25:44:33.754,61,0.0000000000,0.2064263076,0.0071506496,0.0000000000,0.0000000000,0.0310124326,0.0467431918,0.0000000000,0.2058145553,0.1106547415,0.0000000000,0.0000000000,0.0310585890,0.0466812886,0.0067856601,0.0205538422,0.0000000000,0.0148880612,0.0203824621,0.0208713729,0.0453278683,0.0023910447,0.0000000000,0.0566869266,0.1033531427,0.0000000000,0.0000000000,0.0156083750,0.0163318887,0.0569095835,0.0553755350,0.0262103267,0.0085795801,0.0967550576,0.0669719204,0.0353944525,0.0359548740,0.0250692032,0.0246871766,0.0229053032,0.0238719750,0.0000000000,0.0000000000,0.0606755093,0.0120004471,0.0119951908,0.0207265988,0.0450024568,0.0558885410,0.1132949218,0.1119793802,0.0000001998,-0.0170198139,-0.0044764243,-0.1678932309,-0.0670608059,0.1260097325,-0.0084887547,0.0043334006,0.1260998547,0.0005493544
11:25:44:34.756,61,0.0000000000,0.2071167380,0.0199953821,0.0000000000,0.0000000000,0.0315570161,0.0495380946,0.0000000000,0.2066173106,0.0980033055,0.0000000000,0.0000000000,0.0316053368,0.0495044850,0.0067715994,0.0208176877,0.0000000000,0.0149426786,0.0205673557,0.0207659230,0.0446923263,0.0020228634,0.0000000000,0.0606110431,0.1051343679,0.0000000000,0.0000000000,0.0154177072,0.0161697958,0.0569358878,0.0555740222,0.0261313077,0.0085507818,0.0963062122,0.0666832626,0.0348571651,0.0353782438,0.0252204333,0.0248958003,0.0229100101,0.0239101313,0.0000000000,0.0000000000,0.0596982427,0.0097144907,0.0097176721,0.0202551521,0.0450746827,0.0560712852,0.1133278459,0.1123297289,0.0000002525,0.0022154304,-0.0135024255,-0.1923725754,-0.0593900383,0.1264394522,-0.0075449375,0.0121168476,0.1265297681,0.0015413376
11:25:44:35.757,61,0.0000000000,0.2157913744,0.0338567831,0.0000000000,0.0000000000,0.0318751000,0.0711596534,0.0000000000,0.2154033184,0.0845916197,0.0000000000,0.0000000000,0.0319236442,0.0711739808,0.0068184105,0.0209970027,0.0000000000,0.0151155405,0.0209656544,0.0210447628,0.0442976430,0.0014587892,0.0000000000,0.0689431131,0.1087704077,0.0000000000,0.0000000000,0.0153219393,0.0161253698,0.0580242127,0.0584053099,0.0262316503,0.0085171843,0.0964882076,0.0667868108,0.0344779640,0.0349422395,0.0256681573,0.0254064836,0.0232657641,0.0243130084,0.0000000000,0.0000000000,0.0588465929,0.0078445049,0.0078562303,0.0198728591,0.0454463400,0.0565846302,0.1160586998,0.1195636317,0.0000002629,0.0022154304,-0.0135024255,-0.1923725754,-0.0512269959,0.1317562312,-0.0067857327,0.0205024760,0.1318473369,0.0027187734
11:25:44:36.758,61,0.0000000000,0.2133122534,0.0689535588,0.0000000000,0.0000000000,0.0321369953,0.0818846300,0.0000000000,0.2132581323,0.0500985235,0.0000000000,0.0000000000,0.0321847908,0.0819339380,0.0069578541,0.0209423453,0.0000000000,0.0154298823,0.0216775257,0.0216782987,0.0438491888,0.0011015688,0.0000000000,0.0837928578,0.1149029061,0.0000000000,0.0000000000,0.0153944669,0.0162664466,0.0659757629,0.0692106113,0.0265948325,0.0085436711,0.0969754606,0.0670276135,0.0342880562,0.0346780345,0.0286637619,0.0283867139,0.0241167638,0.0252157487,0.0000000000,0.0000000000,0.0581188947,0.0050747357,0.0051515261,0.0195101723,0.0468543619,0.0583194420,0.1265704781,0.1351262778,0.0000002535,0.0126516568,-0.0173672829,-0.1949768215,-0.0303440522,0.1303323209,-0.0039767255,0.0417640321,0.1304194331,0.0054762885
