Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:25:26:15.003,61,0.0477457941,0.1669718325,0.0358466730,0.0000000000,0.0000000000,0.0769902170,0.0000000000,0.0479712486,0.1666507572,0.0840278938,0.0000000000,0.0000000000,0.0770155117,0.0000000000,0.0404203571,0.0000000000,0.0377940349,0.1149540171,0.0333726816,0.0961293280,0.0336666554,0.0034781524,0.0000000000,0.4026533067,0.4198374748,0.0000000000,0.0000000000,0.0448478647,0.0479155965,0.1113451794,0.1156500950,0.0306879319,0.0155992853,0.0621646866,0.0594167076,0.0366159976,0.0362350717,0.5368379354,0.5452265739,0.2618344128,0.2672376931,0.0906399786,0.0908660665,0.0931525230,0.0000000000,0.0000000000,0.0080768475,0.1455333829,0.1636592001,0.2447044849,0.2569864392,0.0000000011,-0.0002419099,-0.1499593556,0.0227045678,-0.0510637462,0.1019345075,-0.0052209436,0.0217836648,0.1020215899,0.0022299667
11:25:26:16.005,61,0.0487270840,0.1685042828,0.0359472185,0.0000000000,0.0000000000,0.0762798116,0.0000000000,0.0489648879,0.1681819111,0.0839717463,0.0000000000,0.0000000000,0.0763032958,0.0000000000,0.0404233076,0.0000000000,0.0396823958,0.1154929101,0.0333923660,0.0943677053,0.0335674621,0.0037920438,0.0000000000,0.4058495462,0.4224557877,0.0000000000,0.0000000000,0.0449843295,0.0480005816,0.1080012172,0.1123746112,0.0307011027,0.0158518963,0.0614652224,0.0585516877,0.0366448760,0.0362024456,0.5363129377,0.5447347164,0.2588773668,0.2634694576,0.0847897902,0.0850004479,0.0941640735,0.0000000000,0.0000000000,0.0080302441,0.1447258443,0.1606620401,0.2412329912,0.2510728538,0.0000000008,0.0002023722,-0.1500460953,0.0223532058,-0.0510247238,0.1028708518,-0.0052652168,0.0218426604,0.1029580832,0.0022566752
11:25:26:17.006,61,0.0487642363,0.1696894169,0.0351089723,0.0000000000,0.0000000000,0.0756728575,0.0000000000,0.0490089878,0.1693593413,0.0848165229,0.0000000000,0.0000000000,0.0756949410,0.0000000000,0.0405143462,0.0000000000,0.0410429053,0.1161835641,0.0334149934,0.0931148455,0.0334632173,0.0040515838,0.0000000000,0.4077532887,0.4240153730,0.0000000000,0.0000000000,0.0451347157,0.0481005050,0.1064543426,0.1109076366,0.0307240877,0.0160825923,0.0608431771,0.0578317977,0.0366740003,0.0361677110,0.5359135270,0.5444136858,0.2571086287,0.2613854110,0.0779882818,0.0782005191,0.0951841474,0.0000000000,0.0000000000,0.0079817977,0.1441286057,0.1592645496,0.2397778928,0.2488230169,0.0000000006,0.0002261895,-0.1508212686,0.0219503306,-0.0515341945,0.1035937592,-0.0053553781,0.0213317126,0.1036810353,0.0022194814
11:25:26:18.008,61,0.0491253398,0.1717241704,0.0349129848,0.0000000000,0.0000000000,0.0750762895,0.0000000000,0.0493734367,0.1713904589,0.0849750936,0.0000000000,0.0000000000,0.0750973076,0.0000000000,0.0405648276,0.0000000000,0.0420710072,0.1190992445,0.0335095488,0.0926230177,0.0335657932,0.0041110367,0.0000000000,0.4038762748,0.4209500551,0.0000000000,0.0000000000,0.0452905409,0.0482176505,0.1053814515,0.1099560037,0.0307517201,0.0162860211,0.0604342297,0.0573716052,0.0367161520,0.0361451022,0.5235409141,0.5363520384,0.2561953664,0.2605056167,0.0755677894,0.0757829919,0.0960808620,0.0000000000,0.0000000000,0.0079437420,0.1436495632,0.1584206671,0.2389228791,0.2476076335,0.0000000006,0.0011364616,-0.1511962414,0.0220196098,-0.0516238511,0.1048366725,-0.0054295226,0.0212098788,0.1049240232,0.0022334573
11:25:26:19.009,61,0.0493471585,0.1733699888,0.0334046483,0.0000000000,0.0000000000,0.0745590329,0.0000000000,0.0495961905,0.1730231047,0.0864173919,0.0000000000,0.0000000000,0.0745801479,0.0000000000,0.0407639965,0.0000000000,0.0427177362,0.1279083937,0.0336910188,0.0922769904,0.0336942859,0.0042788628,0.0000000000,0.4028401673,0.4199663401,0.0000000000,0.0000000000,0.0455202647,0.0484079234,0.1049529910,0.1096201465,0.0308036022,0.0164874345,0.0600991026,0.0570026971,0.0367420688,0.0361098312,0.5202820301,0.5340744853,0.2556844056,0.2600529194,0.0770191029,0.0772616863,0.0966829881,0.0000000000,0.0000000000,0.0078876335,0.1435254067,0.1582561880,0.2389930040,0.2474749833,0.0000000006,0.0024374814,-0.1492262781,0.0218063593,-0.0524945371,0.1058401614,-0.0055742511,0.0202913973,0.1059276015,0.0021573429
11:25:26:20.011,61,0.0493142828,0.1752165258,0.0312446039,0.0000000000,0.0000000000,0.0742502287,0.0000000000,0.0495585240,0.1748510003,0.0885200202,0.0000000000,0.0000000000,0.0742723867,0.0000000000,0.0413007811,0.0000000000,0.0429394320,0.1430021077,0.0339774415,0.0920575112,0.0338159353,0.0044354126,0.0000000000,0.3978849053,0.4155516624,0.0000000000,0.0000000000,0.0458447188,0.0487044342,0.1067980379,0.1113561019,0.0308593493,0.0167244673,0.0597061105,0.0565833114,0.0367986485,0.0361078382,0.5263635516,0.5378179550,0.2550916374,0.2595690787,0.0775457546,0.0777935386,0.0972919464,0.0000000000,0.0000000000,0.0078347465,0.1435052156,0.1584347337,0.2414649427,0.2499591261,0.0000000006,0.0029806842,-0.1473743021,0.0222975351,-0.0537653454,0.1069655418,-0.0057702288,0.0189770032,0.1070530415,0.0020392174
11:25:26:21.013,61,0.0422704630,0.1743589938,0.0289673936,0.0000000000,0.0000000000,0.0743139163,0.0000000000,0.0424038656,0.1739773005,0.0907552913,0.0000000000,0.0000000000,0.0743382126,0.0000000000,0.0421960279,0.0000000000,0.0429060087,0.1489622295,0.0342322662,0.0918742269,0.0338470377,0.0045759878,0.0000000000,0.3953698575,0.4133704305,0.0000000000,0.0000000000,0.0461207777,0.0489684567,0.1078673154,0.1122643128,0.0308619924,0.0169653911,0.0592036359,0.0561084673,0.0368345045,0.0360931642,0.5422813296,0.5525395870,0.2547676861,0.2593843937,0.0888214186,0.0890153050,0.0973453745,0.0000000000,0.0000000000,0.0077801789,0.1437944025,0.1600832790,0.2443663627,0.2528415322,0.0000000005,0.0034300953,-0.1453126818,0.0229375307,-0.0551261492,0.1064390019,-0.0058867806,0.0175948869,0.1065263972,0.0018813432
11:25:26:22.014,61,0.0380281284,0.1740547419,0.0247339625,0.0000000000,0.0000000000,0.0747729912,0.0000000000,0.0381536707,0.1736415625,0.0948909372,0.0000000000,0.0000000000,0.0747996345,0.0000000000,0.0432874896,0.0000000000,0.0427422822,0.1521119922,0.0344401672,0.0917560831,0.0338551700,0.0046554091,0.0000000000,0.3833519518,0.4045578241,0.0000000000,0.0000000000,0.0463510379,0.0491857044,0.1090480015,0.1130940095,0.0308348406,0.0172147229,0.0586738065,0.0556295142,0.0368547514,0.0360780694,0.5471567512,0.5569306612,0.2542315722,0.2590534389,0.0918839276,0.0920659155,0.0975102708,0.0000000000,0.0000000000,0.0077376408,0.1440350264,0.1610129029,0.2454968095,0.2540192306,0.0000000004,0.0030994422,-0.1441005766,0.0227229185,-0.0576394312,0.1062487140,-0.0061437842,0.0150237912,0.1063360348,0.0016035574
11:25:26:23.016,61,0.0315331556,0.1706194580,0.0216994826,0.0000000000,0.0000000000,0.0755052119,0.0000000000,0.0316899642,0.1701896787,0.0978238955,0.0000000000,0.0000000000,0.0755383596,0.0000000000,0.0440704711,0.0000000000,0.0425047465,0.1539606750,0.0347145833,0.0917474106,0.0338421874,0.0047491514,0.0000000000,0.3770144880,0.3988448977,0.0000000000,0.0000000000,0.0465984717,0.0494190641,0.1106343716,0.1141847670,0.0308273714,0.0174781010,0.0581563637,0.0551332980,0.0368144326,0.0360199213,0.5492926240,0.5587304235,0.2507212162,0.2568225861,0.0936513171,0.0938290954,0.0975623578,0.0000000000,0.0000000000,0.0076875719,0.1442625821,0.1617674083,0.2459163517,0.2544680834,0.0000000002,0.0020379592,-0.1433994025,0.0221254360,-0.0594341904,0.1041475236,-0.0062086647,0.0131835258,0.1042346060,0.0013791370
11:25:26:24.017,61,0.0279590636,0.1686486900,0.0212198291,0.0000000000,0.0000000000,0.0760551319,0.0000000000,0.0281139724,0.1682190150,0.0982723907,0.0000000000,0.0000000000,0.0760912821,0.0000000000,0.0447391272,0.0000000000,0.0422764383,0.1549436301,0.0349282362,0.0916744322,0.0338280760,0.0049279807,0.0000000000,0.3739442527,0.3946971297,0.0000000000,0.0000000000,0.0467979014,0.0495937318,0.1115843654,0.1149712577,0.0308282282,0.0177030340,0.0577174090,0.0547161140,0.0367566161,0.0359441005,0.5501772165,0.5593149066,0.2494684756,0.2558770776,0.0946658850,0.0948414654,0.0975988433,0.0000000000,0.0000000000,0.0076361690,0.1443386972,0.1621842235,0.2460004985,0.2545061409,0.0000000001,0.0016346275,-0.1424290389,0.0213131048,-0.0597141497,0.1029432863,-0.0061652339,0.0128937261,0.1030302346,0.0013331264
11:25:26:25.019,61,0.0220704637,0.1672208905,0.0174434837,0.0000000000,0.0000000000,0.0766438171,0.0000000000,0.0221750941,0.1667672992,0.1018480957,0.0000000000,0.0000000000,0.0766822845,0.0000000000,0.0453413166,0.0000000000,0.0421583466,0.1554848999,0.0351232290,0.0916138515,0.0338059627,0.0051480322,0.0000000000,0.3720112741,0.3905158937,0.0000000000,0.0000000000,0.0469894707,0.0497407131,0.1123727933,0.1157213673,0.0308492891,0.0178986955,0.0573738329,0.0543846823,0.0366898254,0.0358649381,0.5501070023,0.5577257872,0.2485973239,0.2550547123,0.0951374993,0.0953179970,0.0974522904,0.0000000000,0.0000000000,0.0075949407,0.1442896426,0.1623673588,0.2459729314,0.2543622553,0.0000000001,0.0018209908,-0.1405437440,0.0201094430,-0.0618924946,0.1020684689,-0.0063351709,0.0106000733,0.1021552011,0.0010866143
11:25:26:26.021,61,0.0148857459,0.1647274345,0.0137727419,0.0000000000,0.0000000000,0.0774218217,0.0000000000,0.0149147967,0.1642536968,0.1052947938,0.0000000000,0.0000000000,0.0774669498,0.0000000000,0.0459345691,0.0000000000,0.0419878848,0.1556718051,0.0352903977,0.0916799530,0.0337294936,0.0053878776,0.0000000000,0.3704574108,0.3874183297,0.0000000000,0.0000000000,0.0471802726,0.0498841330,0.1139505431,0.1174441203,0.0308838431,0.0180449281,0.0571669526,0.0541869178,0.0366152376,0.0357903466,0.5491778851,0.5551738739,0.2481476367,0.2545367479,0.0956781954,0.0958676115,0.0970444307,0.0000000000,0.0000000000,0.0075581190,0.1443288028,0.1626524776,0.2459880561,0.2542282641,0.0000000002,0.0018643214,-0.1377012432,0.0190826375,-0.0639969707,0.1005433798,-0.0064517474,0.0083707292,0.1006298140,0.0008451897
11:25:26:27.022,61,0.0115312701,0.1623403430,0.0131205320,0.0000000000,0.0000000000,0.0783635303,0.0000000000,0.0115356632,0.1618680656,0.1057896540,0.0000000000,0.0000000000,0.0784171522,0.0000000000,0.0464162640,0.0000000000,0.0417175777,0.1556706727,0.0354862995,0.0925728455,0.0337243229,0.0055231703,0.0000000000,0.3622638285,0.3804580867,0.0000000000,0.0000000000,0.0473970808,0.0500649586,0.1171609908,0.1207711399,0.0309096053,0.0181544516,0.0571107194,0.0541229434,0.0365547836,0.0357397534,0.5403706431,0.5452066064,0.2479275763,0.2542878985,0.0961604491,0.0963603556,0.0965881422,0.0000000000,0.0000000000,0.0075433129,0.1445176601,0.1631250232,0.2461319119,0.2542560101,0.0000000003,0.0024317554,-0.1347518265,0.0175217055,-0.0643071309,0.0990850553,-0.0063883187,0.0079754982,0.0991712362,0.0007935347
11:25:26:28.023,61,0.0095373681,0.1616227776,0.0114466716,0.0000000000,0.0000000000,0.0790864825,0.0000000000,0.0095314952,0.1611411422,0.1073283181,0.0000000000,0.0000000000,0.0791452378,0.0000000000,0.0469860397,0.0000000000,0.0412745625,0.1555995345,0.0356208496,0.0930882245,0.0336456820,0.0056294100,0.0000000000,0.3595216870,0.3780008256,0.0000000000,0.0000000000,0.0476371795,0.0502792485,0.1244408786,0.1275883168,0.0309213903,0.0182274878,0.0570838749,0.0540803373,0.0364966616,0.0357010365,0.5381532311,0.5425460935,0.2479516715,0.2542911470,0.0965711847,0.0967810750,0.0961710811,0.0000000000,0.0000000000,0.0075264638,0.1446571946,0.1635934561,0.2465742230,0.2545880675,0.0000000004,0.0028732244,-0.1273613125,0.0148510244,-0.0652453080,0.0986461043,-0.0064524836,0.0069583221,0.0987321362,0.0006892454
11:25:26:29.026,61,0.0083174510,0.1596660316,0.0110716177,0.0000000000,0.0000000000,0.0797463208,0.0000000000,0.0083066123,0.1591868699,0.1075895578,0.0000000000,0.0000000000,0.0798098147,0.0000000000,0.0474280193,0.0000000000,0.0406626053,0.1551260054,0.0358163230,0.0942365676,0.0335934982,0.0058094109,0.0000000000,0.3483659327,0.3693172336,0.0000000000,0.0000000000,0.0478491299,0.0504638515,0.1269924790,0.1299408227,0.0309495497,0.0183555055,0.0570050478,0.0539438650,0.0364494734,0.0356787629,0.5356456041,0.5390024185,0.2474820316,0.2536926270,0.0971072987,0.0973249674,0.0957843736,0.0000000000,0.0000000000,0.0075319591,0.1446667761,0.1639197618,0.2468639463,0.2547626793,0.0000000008,0.0028732244,-0.1273613125,0.0148510244,-0.0654117689,0.0974508002,-0.0063900398,0.0067311223,0.0975366533,0.0006586160
11:25:26:30.027,61,0.0076858923,0.1602328122,0.0118108215,0.0000000000,0.0000000000,0.0800824910,0.0000000000,0.0076752887,0.1597578973,0.1068080366,0.0000000000,0.0000000000,0.0801503956,0.0000000000,0.0478345565,0.0000000000,0.0400116034,0.1543004811,0.0359563641,0.0946145132,0.0334645249,0.0060912720,0.0000000000,0.3454445899,0.3668893278,0.0000000000,0.0000000000,0.0480830483,0.0506639667,0.1286508739,0.1314452291,0.0309793781,0.0184759311,0.0568815470,0.0537290908,0.0363975428,0.0356561318,0.5345928073,0.5374855399,0.2459118366,0.2507530749,0.0971149430,0.0973406211,0.0955643356,0.0000000000,0.0000000000,0.0075267586,0.1442784071,0.1637327373,0.2470860779,0.2548279166,0.0000000008,0.0029050547,-0.1239917204,0.0141750285,-0.0649344325,0.0977973193,-0.0063661747,0.0071802866,0.0978832021,0.0007050765
11:25:26:31.029,61,0.0077034356,0.1601309478,0.0127029223,0.0000000000,0.0000000000,0.0802453086,0.0000000000,0.0077041062,0.1596631259,0.1058429927,0.0000000000,0.0000000000,0.0803167820,0.0000000000,0.0481519625,0.0000000000,0.0393968672,0.1535157859,0.0360787101,0.0950800329,0.0333997346,0.0062796208,0.0000000000,0.3434695303,0.3652558625,0.0000000000,0.0000000000,0.0482952110,0.0508517809,0.1296081692,0.1322789788,0.0310000442,0.0185873322,0.0568127707,0.0535671636,0.0363647304,0.0356560200,0.5328145027,0.5351279974,0.2450503409,0.2496153861,0.0972289667,0.0974660516,0.0953900740,0.0000000000,0.0000000000,0.0075309011,0.1436943263,0.1633298993,0.2471850365,0.2548492849,0.0000000008,0.0026467016,-0.1196034551,0.0137700569,-0.0643481165,0.0977355838,-0.0063047656,0.0077226786,0.0978213549,0.0007578541
11:25:26:32.030,61,0.0080429278,0.1605598629,0.0126063414,0.0000000000,0.0000000000,0.0802846551,0.0000000000,0.0080597643,0.1600913703,0.1058164760,0.0000000000,0.0000000000,0.0803591534,0.0000000000,0.0484754145,0.0000000000,0.0388857722,0.1507613212,0.0361018777,0.0954169929,0.0333002806,0.0064887819,0.0000000000,0.3420555890,0.3636394739,0.0000000000,0.0000000000,0.0484597124,0.0509936921,0.1302121431,0.1327948272,0.0310266148,0.0186778978,0.0567835718,0.0534586869,0.0363689885,0.0356958136,0.5321025848,0.5341832042,0.2446413487,0.2490921170,0.0970824584,0.0973331407,0.0952552855,0.0000000000,0.0000000000,0.0075428081,0.1420511305,0.1622246057,0.2473161668,0.2548877299,0.0000000007,0.0026147498,-0.1166559383,0.0134606268,-0.0643303320,0.0979976207,-0.0063200332,0.0076637650,0.0980833396,0.0007540999
11:25:26:33.031,61,0.0087707993,0.1615123898,0.0129922703,0.0000000000,0.0000000000,0.0800560713,0.0000000000,0.0088443393,0.1610445529,0.1054368913,0.0000000000,0.0000000000,0.0801319629,0.0000000000,0.0487871207,0.0000000000,0.0384203829,0.1485063434,0.0360676162,0.0958148092,0.0332122520,0.0066096243,0.0000000000,0.3362761140,0.3585075438,0.0000000000,0.0000000000,0.0485845916,0.0511165932,0.1306693703,0.1331979781,0.0310528073,0.0187470615,0.0568103157,0.0534195714,0.0364146866,0.0357691571,0.5316339135,0.5336033702,0.2446703911,0.2491796911,0.0973270386,0.0975873321,0.0950439051,0.0000000000,0.0000000000,0.0075656753,0.1400960237,0.1605416536,0.2473029643,0.2548586726,0.0000000002,0.0024071273,-0.1145963296,0.0126745813,-0.0640958995,0.0985796079,-0.0063346718,0.0078979312,0.0986654162,0.0007817828
11:25:26:34.034,61,0.0201203544,0.1654995978,0.0142784454,0.0000000000,0.0000000000,0.0795530230,0.0000000000,0.0202521775,0.1650329232,0.1041300520,0.0000000000,0.0000000000,0.0796294212,0.0000000000,0.0490838476,0.0000000000,0.0378522687,0.1437618136,0.0359113589,0.0959982127,0.0330673456,0.0066705351,0.0000000000,0.3344196379,0.3569352627,0.0000000000,0.0000000000,0.0486398190,0.0511918254,0.1313202977,0.1337891817,0.0310339238,0.0187395643,0.0568686500,0.0534281954,0.0364957005,0.0358710214,0.5344642997,0.5371624827,0.2494888157,0.2559715509,0.0971730649,0.0974368677,0.0950025246,0.0000000000,0.0000000000,0.0075831120,0.1383560300,0.1590144634,0.2482704818,0.2562207282,0.0000000001,0.0032667455,-0.1125598997,0.0113068568,-0.0632860437,0.1010157913,-0.0064103547,0.0086776689,0.1011017784,0.0008803181
11:25:26:35.035,61,0.0238447897,0.1687164307,0.0139759593,0.0000000000,0.0000000000,0.0791282877,0.0000000000,0.0239814278,0.1682345718,0.1044462547,0.0000000000,0.0000000000,0.0792051852,0.0000000000,0.0493609421,0.0000000000,0.0372401103,0.1382959187,0.0357274301,0.0962420255,0.0329248272,0.0067111282,0.0000000000,0.3266055584,0.3499797285,0.0000000000,0.0000000000,0.0486672111,0.0512447506,0.1329442263,0.1353392303,0.0310078133,0.0187152885,0.0569791794,0.0534786284,0.0365811549,0.0359707028,0.5354752541,0.5383596420,0.2511819005,0.2581474781,0.0967461467,0.0970094502,0.0950350910,0.0000000000,0.0000000000,0.0076099075,0.1358499974,0.1566287875,0.2488089204,0.2568295598,0.0000000000,0.0040408298,-0.1115420759,0.0107326936,-0.0634655207,0.1029767096,-0.0065541747,0.0084921243,0.1030667424,0.0008783572
11:25:26:36.037,61,0.0278760660,0.1709730178,0.0136072570,0.0000000000,0.0000000000,0.0788312033,0.0000000000,0.0279917922,0.1704835892,0.1048409939,0.0000000000,0.0000000000,0.0789091736,0.0000000000,0.0495507792,0.0000000000,0.0365951024,0.1341315657,0.0355057828,0.0964490771,0.0327776782,0.0068767378,0.0000000000,0.3233482540,0.3457688987,0.0000000000,0.0000000000,0.0486585386,0.0512574166,0.1338502914,0.1361677498,0.0309327431,0.0186775364,0.0570413247,0.0534963571,0.0366348810,0.0360430703,0.5362231135,0.5391080379,0.2523454428,0.2594246864,0.0965779349,0.0968375504,0.0950182229,0.0000000000,0.0000000000,0.0076298704,0.1338339448,0.1545289606,0.2491366118,0.2571130097,0.0000000000,0.0041057295,-0.1094121709,0.0099415760,-0.0636962652,0.1043549031,-0.0066666431,0.0082669063,0.1044450626,0.0008665810
11:25:26:37.038,61,0.0322194025,0.1721377373,0.0131536443,0.0000000000,0.0000000000,0.0788302496,0.0000000000,0.0323383249,0.1716426462,0.1052724048,0.0000000000,0.0000000000,0.0789110810,0.0000000000,0.0497559793,0.0000000000,0.0359212682,0.1300756335,0.0352484286,0.0967424214,0.0326330625,0.0071808170,0.0000000000,0.3203648627,0.3409263194,0.0000000000,0.0000000000,0.0486248471,0.0512289330,0.1357102841,0.1373331994,0.0308369640,0.0186187439,0.0571353026,0.0535488799,0.0366896950,0.0361229926,0.5384171009,0.5399378538,0.2546264231,0.2604897320,0.0962369516,0.0964944884,0.0950731784,0.0000000000,0.0000000000,0.0076538459,0.1326253116,0.1533186287,0.2496806085,0.2575684786,0.0000000001,0.0037929292,-0.1075356454,0.0092554102,-0.0639536083,0.1050661132,-0.0067394925,0.0079907216,0.1051563472,0.0008433770
11:25:26:38.039,61,0.0340359658,0.1738625318,0.0133169908,0.0000000000,0.0000000000,0.0787394643,0.0000000000,0.0341551825,0.1733653396,0.1050819755,0.0000000000,0.0000000000,0.0788229778,0.0000000000,0.0498120300,0.0000000000,0.0353234410,0.1244007945,0.0349916629,0.0971654728,0.0324812718,0.0075263414,0.0000000000,0.3190022409,0.3389723599,0.0000000000,0.0000000000,0.0485657863,0.0511606038,0.1365709156,0.1379469931,0.0307741296,0.0185460746,0.0573342144,0.0536877550,0.0367543846,0.0362167023,0.5390084386,0.5400761366,0.2573707700,0.2618517280,0.0962942764,0.0965517610,0.0949993879,0.0000000000,0.0000000000,0.0076851165,0.1318498403,0.1525622904,0.2513139844,0.2585682273,0.0000000001,0.0025571776,-0.1056065634,0.0086543197,-0.0638308078,0.1061197892,-0.0067945342,0.0080890488,0.1062100604,0.0008623740
11:25:26:39.041,61,0.0462827459,0.1744241565,0.0142244566,0.0000000000,0.0000000000,0.0785133392,0.0000000000,0.0464334488,0.1739328653,0.1041536704,0.0000000000,0.0000000000,0.0785978958,0.0000000000,0.0497200042,0.0000000000,0.0348737016,0.1187162623,0.0347477049,0.0977416262,0.0323704369,0.0077736927,0.0000000000,0.3181884587,0.3379858434,0.0000000000,0.0000000000,0.0484745987,0.0510639474,0.1370424330,0.1382779926,0.0307203364,0.0184685346,0.0575896464,0.0538532361,0.0368392095,0.0363304354,0.5384545922,0.5391998887,0.2599145472,0.2643449903,0.0961741880,0.0964319929,0.0950868651,0.0000000000,0.0000000000,0.0077199615,0.1312870681,0.1519643217,0.2531568706,0.2602792978,0.0000000002,0.0014990560,-0.1044663414,0.0079387259,-0.0632645935,0.1064633429,-0.0067563108,0.0086399484,0.1065536588,0.0009241063
11:25:26:40.043,61,0.0493259020,0.1744778454,0.0140097076,0.0000000000,0.0000000000,0.0782161281,0.0000000000,0.0494864695,0.1739849746,0.1043461487,0.0000000000,0.0000000000,0.0783007741,0.0000000000,0.0495732613,0.0000000000,0.0346593335,0.1145357043,0.0345183089,0.0982169956,0.0322025158,0.0079838224,0.0000000000,0.3178699911,0.3375216126,0.0000000000,0.0000000000,0.0483778119,0.0509571098,0.1370801777,0.1382940859,0.0307223108,0.0184299294,0.0577810593,0.0539563894,0.0369396284,0.0364550203,0.5375638604,0.5384306312,0.2610035241,0.2652937472,0.0952153504,0.0954872146,0.0951599553,0.0000000000,0.0000000000,0.0077673430,0.1308471262,0.1514669955,0.2539567947,0.2609973550,0.0000000003,0.0006448668,-0.1027787402,0.0067444607,-0.0633812919,0.1064960137,-0.0067708506,0.0085094795,0.1065863222,0.0009104334
11:25:26:41.044,61,0.0510673597,0.1756623238,0.0141876480,0.0000000000,0.0000000000,0.0777291432,0.0000000000,0.0512346923,0.1751685888,0.1041438133,0.0000000000,0.0000000000,0.0778133795,0.0000000000,0.0492804311,0.0000000000,0.0344327390,0.1089860052,0.0342571735,0.0985569954,0.0320034362,0.0081934454,0.0000000000,0.3177889287,0.3374365866,0.0000000000,0.0000000000,0.0482427366,0.0508139059,0.1369319260,0.1381144524,0.0307096969,0.0183849055,0.0579034947,0.0539821126,0.0370223783,0.0365668498,0.5371334553,0.5379590392,0.2618404925,0.2660673559,0.0943616554,0.0946446806,0.0951751992,0.0000000000,0.0000000000,0.0078061032,0.1302497387,0.1507820636,0.2546795905,0.2617718875,0.0000000003,0.0006448668,-0.1027787402,0.0067444607,-0.0632534772,0.1072196588,-0.0068034814,0.0086168908,0.1073100120,0.0009282328
11:25:26:42.046,61,0.0531848744,0.1775337756,0.0151149957,0.0000000000,0.0000000000,0.0769311786,0.0000000000,0.0533445291,0.1770433486,0.1032326445,0.0000000000,0.0000000000,0.0770126432,0.0000000000,0.0487877391,0.0000000000,0.0342322215,0.1040434837,0.0340437703,0.0989880189,0.0318259895,0.0083838673,0.0000000000,0.3174236715,0.3371753693,0.0000000000,0.0000000000,0.0480910502,0.0506540015,0.1365628988,0.1377006322,0.0307066366,0.0183618963,0.0579732060,0.0539254174,0.0371123217,0.0366781615,0.5341941714,0.5348566175,0.2622232139,0.2664631903,0.0929613933,0.0932331383,0.0953386649,0.0000000000,0.0000000000,0.0078385118,0.1296262890,0.1500675976,0.2553456128,0.2626504600,0.0000000004,0.0015348335,-0.1027903035,0.0064663589,-0.0626923218,0.1083633453,-0.0068156947,0.0091789784,0.1084538028,0.0009994024
11:25:26:43.047,61,0.0539483242,0.1778608859,0.0150210299,0.0000000000,0.0000000000,0.0765126273,0.0000000000,0.0541094542,0.1773690283,0.1033308357,0.0000000000,0.0000000000,0.0765937939,0.0000000000,0.0483139493,0.0000000000,0.0340153910,0.1000994667,0.0338184275,0.0992926359,0.0315751694,0.0086040711,0.0000000000,0.3172875643,0.3371945620,0.0000000000,0.0000000000,0.0479444340,0.0504953079,0.1363490224,0.1374040544,0.0306773130,0.0183439031,0.0579628833,0.0538021028,0.0371844471,0.0367761180,0.5333719850,0.5339475870,0.2623591125,0.2666379213,0.0920890346,0.0923603475,0.0953819528,0.0000000000,0.0000000000,0.0078658331,0.1291104406,0.1495337337,0.2558311522,0.2633427680,0.0000000005,0.0029751838,-0.1031618789,0.0059534661,-0.0627505928,0.1085630879,-0.0068346951,0.0091217188,0.1086535752,0.0009950119
11:25:26:44.049,61,0.0565691181,0.1774399579,0.0153941568,0.0000000000,0.0000000000,0.0762817860,0.0000000000,0.0567689724,0.1769520938,0.1029290408,0.0000000000,0.0000000000,0.0763632730,0.0000000000,0.0478766747,0.0000000000,0.0338385291,0.0980482101,0.0336246938,0.0995902270,0.0313517377,0.0088168355,0.0000000000,0.3169727623,0.3370862901,0.0000000000,0.0000000000,0.0478175543,0.0503566451,0.1362556666,0.1372166276,0.0306637362,0.0183277596,0.0579978861,0.0537198037,0.0372488350,0.0368728451,0.5327765346,0.5332618952,0.2624540627,0.2668319643,0.0918897018,0.0921636075,0.0954274014,0.0000000000,0.0000000000,0.0078837760,0.1286700070,0.1490970105,0.2562579811,0.2640119493,0.0000000004,0.0039755767,-0.1048018038,0.0053389082,-0.0625083223,0.1083062515,-0.0067921090,0.0093485676,0.1083966568,0.0010173259
